NAME,LONGITUDE,LATITUDE,CATEGORY,STATE,Elevation,LC_Type2,FLD_ELEV,FLD_ZONE,CFLD_RISKS,RFLD_RISKS,HRCN_RISKS
THE GRANDVIEW OF CHISOLM TRAIL,-97.41581644,32.615989328000104,NH,TX,243.0,10,617.07,X,0.0,9.451046546328355,3.2488636451305037
THE PINES AT BELLAIRE,-95.6007667,29.704106447000107,NH,TX,24.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
"VILLAGE GREEN ALZHEIMER'S CARE HOME, LLC",-95.53841500200001,30.115723649000106,NH,TX,57.0,8,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
HEARTIS MID-CITIES,-97.112447071,32.8475704860001,NH,TX,195.0,13,617.07,X,0.0,9.451046546328355,3.2488636451305037
DISCOVERY VILLAGE AT ALLIANCE TOWN CENTER,-97.30789299700001,32.918890927000106,NH,TX,227.0,10,617.07,X,0.0,9.451046546328355,3.2488636451305037
VIBRALIFE OF KATY REHABILITATION CENTER,-95.79184781,29.788988024000002,NH,TX,44.0,10,92.02,VE,0.819978296177053,10.973825938069544,36.47425464976189
THE CENTER AT PARMER,-97.77263533899999,30.476137481,NH,TX,275.0,9,744.19,AE,0.0,4.706798348542298,7.0526033902015595
OAK HILL HEALTH & REHABILITATION,-82.38787089999991,28.5552719,NH,FL,63.0,9,78.73,Nan,0.0,14.685675041869393,24.00044116478692
UNIQUE LOVING HOME CARE LLC,-80.38581759999991,27.2405529000001,NH,FL,14.0,13,11.25,Nan,7.2634327414482724,13.305685484490654,64.51958972538701
SONATA EAST AT VIERA,-80.7408351999999,28.2562144,NH,FL,11.0,9,16.39,Nan,8.930006962438418,11.359571012833696,27.21500256420041
A BANYAN RESIDENCE AT WILDWOOD LLC,-82.01540249999991,28.9393626,NH,FL,29.0,10,58.07,Nan,0.0,9.837142171088104,17.719933524838623
A KEE TO PARADISE,-80.3651907,27.3458355000001,NH,FL,7.0,13,11.25,Nan,7.2634327414482724,13.305685484490654,64.51958972538701
JUST LIKE HOME ALF LLC,-80.3868069,27.2881797000001,NH,FL,11.0,13,11.25,Nan,7.2634327414482724,13.305685484490654,64.51958972538701
CARMITA'S CARE ASSISTED LIVING FACILITY LLC,-80.7377901,28.3195618,NH,FL,23.0,13,16.39,Nan,0.5597758882787719,11.942386508590277,33.26450736938936
SUITE LIVING ALF LLC,-82.5164971,28.5074102,NH,FL,20.0,9,78.73,Nan,0.31528220921592,6.119883031074438,16.4728340489588
THE W ASSISTED LIVING AT POMPANO BEACH,-80.13195440000001,26.2268812,NH,FL,13.0,13,6.12,Nan,7.75217462249959,8.342841549899513,15.056107196977706
MAJESTIC GARDENS,-80.9950909189999,29.1512830140001,NH,FL,9.0,9,15.75,VE,25.813476996016803,18.12196439263845,40.013676594168494
NINA'S HOUSE ALF,-82.48350379999991,27.9988054,NH,FL,25.0,13,58.59,X,8.889974291940261,3.6295811798141133,11.821820662086036
PREVAIL HOMES RESIDENTIAL ASSISTED LIVING FACILITY,-81.37240030000002,28.5854088,NH,FL,33.0,13,76.08,AH,0.21551188006430047,6.509141335448075,13.88635304192726
REEVES MANOR LLC,-86.5660774999999,30.7674878,NH,FL,77.0,8,70.97,VE,0.0,4.588020231526915,20.062303967523338
ASSISTED LIVING OF SPRING HILL,-82.5443061,28.4796899,NH,FL,8.0,13,78.73,Nan,2.9168699483933036,10.939714489394467,18.92862707176571
AT HOME RESIDENTIAL CARE,-81.4431987999999,28.2500303,NH,FL,23.0,9,70.26,AE,0.0,14.642205385962136,23.36677909139733
BAY ISLES SENIOR CARE,-80.4019393,27.237694800000003,NH,FL,9.0,9,11.25,Nan,7.2634327414482724,13.305685484490654,64.51958972538701
BLAKE AT MIRAMAR BEACH THE,-86.35799399999998,30.3840999,NH,FL,15.0,13,59.11,VE,5.511202278316006,19.259959477348808,28.00044301023972
BLAKE AT PANAMA CITY BEACH THE,-85.829157,30.204421000000004,NH,FL,9.0,8,59.37,VE,5.735319256681335,17.303497716291698,40.22118202435932
GOLDEN AGE HOME CARE CORP,-81.23749120000002,28.8988884,NH,FL,21.0,13,15.75,VE,0.0,9.791539017550663,37.05237855356133
GOLDEN GROVE LLC,-80.6858536,28.0283992,NH,FL,37.0,13,16.39,Nan,8.930006962438418,11.359571012833696,27.21500256420041
GRACE HOUSE,-80.37919620000002,27.3684875000001,NH,FL,4.0,9,11.25,Nan,7.2634327414482724,13.305685484490654,64.51958972538701
HAPPY PARENTS ALF 1 INC,-80.38502390000002,25.6028884,NH,FL,14.0,13,0.0,VE,10.249338995850113,9.292766876097938,14.417709813533325
AUDUBON CARE HOMES DREYFOUS HOUSE - LEVEL 2,-90.1838447,30.0192614000001,NH,LA,7.0,13,-0.67,Nan,11.629903875815366,13.421296582448788,31.750745022802143
"THE CLAIBORNE AT SHOE CREEK, LLC - LEVEL 3",-91.0681918,30.5350654000001,NH,LA,22.0,8,48.91,AE,1.29571049857151,34.754282601684444,14.954873651564824
THE JEFFERSON - LEVEL 1,-90.1696013,29.9554037,NH,LA,14.0,9,-0.67,Nan,10.028241288830856,12.109401064688734,30.83820933944888
WOODYS HOME FOR VETERANS - LEVEL 2,-93.7391749,32.4983277000001,NH,LA,85.0,13,192.01,AE,0.0,0.0,5.172898111831857
OLD BROWNLEE COMMUNITY CARE CENTER,-93.7219433,32.5947766,NH,LA,56.0,12,171.07,AO,0.0,26.955604969860172,4.854784109371863
THIBODAUX HEALTHCARE AND REHABILITATION CENTER,-90.7906636,29.7895581000001,NH,LA,7.0,14,0.0,Nan,10.220407936204102,5.925554156616516,30.280870585231447
ARBOR WALK HEALTHCARE CENTER,-91.0316116,33.4141977,NH,MS,37.0,9,119.21,Nan,0.0,32.231615674292044,6.2648064397048895
SKYWAY SENIOR CARE HOME LLC,-97.1224362,33.1780138,NH,TX,188.0,13,579.13,AE,0.0,5.545246658627658,2.896500535564288
THE ACRES ASSISTED LIVING,-95.4503033,29.5328708000001,NH,TX,23.0,9,86.02,Nan,0.0,35.647634561823885,45.96334911626335
THE BROOKS OF CIBOLO,-98.2346497,29.57368,NH,TX,200.0,10,591.37,AO,0.0,30.74435160894059,11.619300409013189
MORNINGSTAR ASSISTED LIVING AND MEMORY CARE AT RIVER OAKS,-95.4159695,29.7338378000001,NH,TX,22.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
SODALIS BUDA LLC,-97.8523928,30.0887210000001,NH,TX,234.0,10,825.7,AH,0.0,32.102050895881966,9.826309331360822
TENDER CARE HOME FOR ADULTS #4,-97.0761271,32.627872499999995,NH,TX,168.0,10,617.07,X,0.0,9.451046546328355,3.2488636451305037
DUNCAN'S FAMILY CARE LLC,-81.3769103,28.6425932000001,NH,FL,24.0,13,33.43,AH,0.137579698141054,2.2820507813275115,21.828219697841593
THE CARING COTTAGES LLC,-80.379044,27.2236318000001,NH,FL,12.0,13,11.25,Nan,7.2634327414482724,13.305685484490654,64.51958972538701
OAK HILL ASSISTED LIVING,-82.38787089999991,28.5552719,NH,FL,63.0,9,78.73,Nan,0.0,14.685675041869393,24.00044116478692
LODGE AT LANE (THE),-91.1375101,30.6490105,NH,LA,32.0,9,48.91,AE,1.342109706376448,36.0597918295161,17.127812392978708
LAKE POINT DENISON,-96.5500258,33.770440300000104,NH,TX,222.0,10,639.58,AE,0.0,10.259445318916095,2.937540206143589
ADAMS COUNTY NURSING CENTER,-91.3920434999999,31.5335689,NH,MS,44.0,8,90.17,Nan,0.0,18.27199200785198,39.53211778637229
"TREND HEALTH & REHAB OF BROOKHAVEN, LLC",-90.4609254,31.5906644,NH,MS,150.0,13,451.79,AE,0.0,20.489451355630024,41.80492783112695
FIVE POINTS NURSING AND REHABILITATION,-96.857894,32.6265540000001,NH,TX,194.0,10,508.55,AE,0.0,6.8989536202163695,3.1901008175861603
COTTONWOOD CREEK HEALTHCARE COMMUNITY,-96.7273039,32.966802,NH,TX,206.0,13,508.55,AE,0.0,0.0,3.7407267241493294
BROOKDALE TRINITY TOWERS,-97.3980354,27.7922677,NH,TX,42.0,13,38.13,Nan,9.405481048342539,5.652958918459637,60.677954261092154
FOUNTAINWOOD AT LAKE HOUSTON,-95.1633227999999,29.9808883000001,NH,TX,30.0,9,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
"SODALIS OPERATIONS DEER PARK, LLC",-95.0995197,29.6934486000001,NH,TX,18.0,9,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
LAMIE'S ANGEL,-95.5674369,29.9099952,NH,TX,35.0,13,92.02,VE,0.7075600472179822,26.226687240443184,47.260298705834856
SERENITY GARDENS,-95.098879717,29.671848895,NH,TX,12.0,10,92.02,VE,3.4139901237124186,19.274066563354765,47.974672144966966
SYMPHONY OF WIMBERLEY LLC,-98.0986204,29.9974362,NH,TX,255.0,9,825.7,AH,0.0,32.102050895881966,9.826309331360822
BEEHIVE HOMES OF GRANBURY,-97.75348106,32.4395544980001,NH,TX,233.0,10,716.3,Nan,0.0,19.53239185783337,3.372390948577178
LIBRARY OF LEGACIES LLC,-101.6434915,33.437311300000005,NH,TX,842.0,10,3221.22,AE,0.0,18.65523665338061,2.9820192467511837
"THE BLAKE AT WACO, LLC",-97.1620488,31.4893329000001,NH,TX,171.0,12,515.25,AE,0.0,11.128690622126351,5.022604361092941
GOLDEN RULE CARE LLC,-95.678806,30.3980530000001,NH,TX,85.0,10,194.29,Nan,0.0,29.911338809793268,61.90470336576537
PRIMROSE OF TYLER,-95.3525652,32.2712292000001,NH,TX,186.0,8,427.88,AE,0.0,4.879191175977135,11.463846735743193
ST JOHN'S RESIDENTIAL CARE HOME INC,-97.39114499999992,32.604668100000005,NH,TX,246.0,10,617.07,X,0.0,9.451046546328355,3.2488636451305037
GRAND LIVING AT GEORGETOWN,-97.7059161,30.6335845,NH,TX,255.0,10,744.19,AE,0.0,9.798659995868613,8.241150510053506
URGENT CARE ALLEN,-96.7117826,33.0860537,UC,TX,196.0,13,624.24,AE,0.0,11.620334936938887,2.8862981655700053
HOUSTON URGENT CARE CLINIC,-95.63612940000002,29.7353154,UC,TX,35.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
WEST MONROE URGENT CARE CENTER,-92.1379042,32.4956523,UC,LA,24.0,13,77.23,Nan,0.0,17.56422547858072,5.361321667758002
MID CITY URGENT CARE AND OCCUPATIONAL HEALTH CLINIC,-91.1503844,30.449131800000004,UC,LA,13.0,13,48.91,AE,0.30461419477838897,23.79041013850945,17.629859096231012
OAKRIDGE URGENT CARE,-97.7127704,32.7543762,UC,TX,300.0,10,858.5,AE,0.0,12.328740508125966,3.2499495261959512
SHAMROCK CLINIC - NORTH,-100.4566205,31.4797432,UC,TX,574.0,13,1918.77,Nan,0.0,7.077535217307045,3.3511729773224865
CRYSTAL SPRINGS CLINIC,-90.3661507,31.9910545,UC,MS,144.0,13,230.88,AE,0.0,15.582570603755824,32.861128925997264
SUMMIT URGENT CARE,-106.2909271,31.7397648,UC,TX,1207.0,13,0.0,Nan,0.0,0.0,3.066074144973289
MAGNOLIA MEDICAL,-95.63170759999998,31.7360408,UC,TX,150.0,9,379.81,AE,0.0,7.825473988250903,3.7972391576941718
PRIMACARE MEDICAL CENTER - MCKINNEY,-96.6387143,33.1723243,UC,TX,196.0,13,624.24,AE,0.0,18.9369295058368,3.064627327789235
GOLD COAST URGENT CARE AT OCHSNER,-90.1039341,29.93757380000001,UC,LA,24.0,13,-3.25,Nan,8.375557569559728,5.906496814609755,47.172830392509354
DFW URGENT CARE,-97.3440444,32.7398126,UC,TX,190.0,13,617.07,X,0.0,9.451046546328355,3.2488636451305037
URGENT CARE CENTER - DENISON,-96.5836717,33.7619065,UC,TX,242.0,9,639.58,AE,0.0,15.103791874538643,2.6740955130348456
CONCENTRA URGENT CARE - DALLAS FOREST PARK,-97.3545097,32.738684,UC,TX,173.0,13,617.07,X,0.0,9.451046546328355,3.2488636451305037
SADLER CLINIC,-95.45723,30.1730459,UC,TX,57.0,13,194.29,Nan,0.0,7.132017542037,40.635641488726776
TILLERY FAMILY PRACTICE CLINIC,-90.0183646,29.9252964,UC,LA,6.0,13,-3.25,Nan,11.546366514224301,4.520383171827055,59.36752587356762
SUGAR LAND MINOR EMERGENCY CLINIC,-95.5859343,29.5836954,UC,TX,26.0,13,86.02,Nan,0.0,24.11141404433497,56.43657072210348
HOUSTON URGENT CARE CLINIC,-95.6435871,29.8407802,UC,TX,37.0,13,92.02,VE,0.0,0.0,45.78056934717897
HOUSTON URGENT CARE CLINIC,-95.483904,29.80406,UC,TX,30.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
MEA MEDICAL CLINIC,-90.1525602,32.4176492,UC,MS,106.0,13,292.43,AE,0.0,17.13584512877541,19.994943749033254
PROMED MEDICAL CARE CENTER - SOUTH,-97.7891438,30.2379673,UC,TX,219.0,13,618.02,AO,0.0,6.347043719734978,7.662423198455367
CLOVERLEAF IMMEDIATE CARE,-89.32029150000002,31.3098945,UC,MS,69.0,13,183.71,AE,0.0,17.351567690063895,50.9110862437747
REDI-MED - URGENT CARE,-90.1014212,30.3977285,UC,LA,10.0,13,0.0,Nan,8.71899283355019,2.141376964392949,55.52150713099062
EAST JEFFERSON AFTER HOURS - KENNER,-90.2582596,30.0222049,UC,LA,11.0,13,-0.67,Nan,11.082052659462972,15.701017276700725,31.12079435071329
EC CARE HEALTH CENTER - DESOTO,-96.8585739,32.6047792,UC,TX,175.0,13,508.55,AE,0.0,10.453029634933204,3.582197985705741
COOK CHILDRENS LEWISVILLE URGENT CARE,-97.0200293,33.0458259,UC,TX,172.0,13,579.13,AE,0.0,10.034148008716759,3.3444436076060464
BRETSHIRE MEDICAL CLINIC - URGENT CARE,-95.3013807,29.854274100000005,UC,TX,20.0,9,92.02,VE,1.197532876029646,25.101955880006557,38.502692350620585
NATCHEZ AFTER HOURS CLINIC,-91.3919052,31.5267936,UC,MS,42.0,9,90.17,Nan,0.0,18.27199200785198,39.53211778637229
PICAYUNE URGENT CARE,-89.6752161,30.5163182,UC,MS,17.0,13,131.51,AE,1.056066944825834,15.435336495567565,59.65784134939952
MEDINET FAMILY CARE CLINIC,-95.6443683,29.679881,UC,TX,45.0,13,86.02,Nan,0.0,16.298332387181823,61.337789118601656
TAYLOR MEDICAL CENTER - URGENT CARE,-94.7858436,32.5246505,UC,TX,123.0,13,332.35,Nan,0.0,18.83175969146549,13.991401362783453
CARE NOW - LAKE WORTH,-97.4264883,32.8080704,UC,TX,223.0,13,617.07,X,0.0,0.207218890886225,2.652428949326874
MINOR EMERGENCY OF DENTON,-97.1090898,33.1845739,UC,TX,202.0,13,579.13,AE,0.0,5.545246658627658,2.896500535564288
GIDDEN MEDICAL CLINIC,-91.0511799,30.4170623,UC,LA,9.0,13,48.91,AE,1.9290573084338616,35.44768572301115,15.717701053445468
LAKE AFTER HOURS - DRUSILLA,-91.0878663,30.4194634,UC,LA,22.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
URGENT CARE AND FAMILY MEDICINE,-91.0092117,30.4397954,UC,LA,19.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
IMMEDICARE CLINIC OF PLANO,-96.7523442,33.0390876,UC,TX,220.0,13,624.24,AE,0.0,16.469185470147668,2.9992249245102562
LAKE CHARLES MEDICAL AND SURGICAL CLINIC URGENT CARE,-93.2328621,30.1800957,UC,LA,6.0,13,20.38,VE,8.562901274565775,26.304743689539727,38.03563986638853
VELOCITY CARE,-93.715813,32.4431529,UC,LA,51.0,12,192.01,AE,0.0,9.749948972906557,4.871328227947365
LAKE AFTER HOURS - PERKINS,-91.0786642,30.3702558,UC,LA,15.0,13,48.91,AE,2.3101814234141727,27.183911145632315,14.843134487631907
LONG POINT MEDICAL CLINIC URGENT CARE,-95.4921048,29.8020462,UC,TX,31.0,13,92.02,VE,0.4552793043253871,14.878405101201027,42.69596349423976
BEAMER URGENT CARE,-95.2148214,29.5841023,UC,TX,16.0,13,92.02,VE,3.1600620233497674,18.395484089395108,54.36189994339124
THE DOCTORS' CENTER - SOUTH PADRE ISLAND DRIVE,-97.3879714,27.7157328,UC,TX,23.0,13,38.13,Nan,0.0,0.0,48.57609680482794
MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - RICHLAND CLINIC,-90.1530651,32.2166968,UC,MS,89.0,9,321.3,AE,0.0,18.949492060789964,27.33390066740177
MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - PEARL CLINIC,-90.0714421,32.2741218,UC,MS,102.0,9,321.3,AE,0.0,10.23646745634265,25.776453753739208
TEXAS MINOR EMERGENCY CENTER,-95.4879168,30.4223002,UC,TX,126.0,8,194.29,Nan,0.0,29.911338809793268,61.90470336576537
LOUISIANA URGENT CARE - BRUSLY,-91.2296179,30.4058019,UC,LA,16.0,10,18.18,Nan,6.394291469780799,2.8473173667320735,27.81908049817676
BOERNE URGENT CARE AND OCCUPATIONAL HEALTH CENTER,-98.7287256,29.7825268,UC,TX,434.0,9,1362.3,AE,0.0,40.37974142305141,7.020858251773821
ACADIANA URGENT CARE LIMITED LIABILITY CORPORATION,-92.0372544,30.1477658,UC,LA,9.0,10,27.3,Nan,4.806691337916265,32.66084122261365,24.86014487640407
LOUISIANA URGENT CARE - OPELOUSAS,-92.068244,30.5159085,UC,LA,17.0,12,38.5,AO,2.0282345179630097,31.04664993562621,30.61074955933763
BAPTIST MEMORIAL HEALTH CARE MINOR MEDICAL CENTER - OLIVE BRANCH,-89.8302916,34.9904245,UC,MS,118.0,9,291.11,AE,0.0,11.310548954135387,6.573592418042157
ACUTE KIDS URGENT CARE - PLANO,-96.8318207,33.0469275,UC,TX,203.0,13,624.24,AE,0.0,4.089332976372523,1.794835995880507
TOMBALL WALK-IN CLINIC,-95.6321721,30.0838605,UC,TX,61.0,13,92.02,VE,0.940038343601259,28.070152621713,43.846940599871594
TEXAS HEALTH CENTER - PROFESSIONAL ASSOCIATES,-96.9999514,28.8396719,UC,TX,32.0,13,0.0,Nan,0.0,6.845795515808742,30.656507516964478
HEART OF TEXAS INTERNAL MEDICINE - EARLY,-98.9638579,31.7386273,UC,TX,416.0,10,1373.63,Nan,0.0,26.80139044635663,8.707628779977796
BASTROP FAMILY MEDICAL CENTER,-97.3335085,30.1070559,UC,TX,111.0,9,373.94,AO,0.0,30.930125210990656,12.075960047891115
CARE UNITED MEDICAL CENTER,-96.4478472,32.7456042,UC,TX,146.0,10,430.4,Nan,0.0,14.194826377325663,2.597889419132887
SAN ANTONIO URGENT CARE,-98.6135653,29.5432862,UC,TX,286.0,10,832.17,AO,0.0,17.92648606941244,5.5464948163015855
GREEN CLINIC,-92.6320591,32.5166684,UC,LA,95.0,13,202.6,AE,0.0,19.799093218526547,13.465994859134558
DENHAM SPRINGS URGENT CARE,-90.9568581,30.4654445,UC,LA,17.0,9,42.22,Nan,2.572688957886227,53.701617851322915,24.165832317581664
LAKE AFTER HOURS - DENHAM SPRINGS,-90.9564832,30.5319572,UC,LA,19.0,9,42.22,Nan,5.4180584580879865,43.382456733142426,23.538076198199448
EXCEL IMMEDIATE MEDICAL CARE,-95.6938343,29.9702812,UC,TX,44.0,10,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
FAMILY MEDICAL CENTER - URGENT CARE,-102.1022231,31.994545,UC,TX,849.0,13,0.0,Nan,0.0,0.0,2.795064875648842
CARE 4 U,-98.2198955,26.2601624,UC,TX,31.0,13,0.0,Nan,0.0,12.942125254743535,25.574886440927525
ALAMO CITY MEDICAL GROUP 24 HOUR RIVERWALK CLINIC,-98.48942,29.4256319,UC,TX,199.0,13,832.17,AO,0.0,20.278806693314728,10.189826633190195
SULPHUR URGENT CARE,-93.3290721,30.2279468,UC,LA,9.0,13,20.38,VE,9.104422395824214,24.029485151963268,41.8303347541988
RED BIRD MINOR EMERGENCY CENTER,-96.8576273,32.6905424,UC,TX,195.0,13,508.55,AE,0.0,5.1351180044800815,3.173937436650167
FAIRWAY MEDICAL URGENT CARE,-90.1360898,30.4510566,UC,LA,14.0,8,0.0,Nan,9.949325665599897,0.0,45.030921426172696
ACADIAN HEALTH SERVICES,-92.016579,30.1939044,UC,LA,11.0,13,27.3,Nan,3.8143250478722237,36.53425803825645,24.22181006990768
MINOR EMERGENCY CENTER - DOCTOR PAUL LANCE MEDICAL DOCTOR,-97.5096545,25.9370823,UC,TX,12.0,13,23.84,Nan,2.541903443469189,32.589517439065396,37.33572284356971
MILLS CLINIC,-93.7287999,32.4422819,UC,LA,57.0,13,192.01,AE,0.0,15.897160953668791,4.62353789641468
PEARLAND HEALTHCARE CENTER,-95.3815849,29.5795202,UC,TX,15.0,13,36.99,Nan,5.867301700670153,35.750131592785586,57.977846089964544
TEXAS MEDCLINIC - AUSTIN,-97.7922563,30.154605,UC,TX,181.0,10,618.02,AO,0.0,13.892950621502465,9.166352657018264
WEST ISLE URGENT CARE,-94.8327658,29.278092,UC,TX,5.0,13,18.75,Nan,22.19615446817704,74.2050080826807,66.86175884470848
CARE NOW - PLANO,-96.7682966,33.0569953,UC,TX,221.0,13,624.24,AE,0.0,13.422557590080345,3.0702527309377783
CARE NOW - CARROLLTON,-96.9167373,33.0202185,UC,TX,159.0,13,579.13,AE,0.0,11.241106828676877,2.749972956934664
NATCHITOCHES URGENT CARE CLINIC,-93.0777852,31.7512537,UC,LA,39.0,13,122.11,Nan,0.0,12.648786439876485,8.554585785648111
SAINT ELIZABETHS HOSPITAL AFTER HOURS CLINIC - GONZALES,-90.9203763,30.2476067,UC,LA,9.0,9,13.53,AH,10.611539705489138,33.442774816674394,26.949733874911328
LAKE AFTER HOURS - HIGHLAND,-91.1595207,30.3950019,UC,LA,14.0,9,48.91,AE,5.6362533214147055,31.142066949339426,14.565480820526448
E-CARE EMERGENCY CENTER - MCKINNEY,-96.6654445,33.1671825,UC,TX,205.0,13,624.24,AE,0.0,11.620334936938887,2.8862981655700053
WELLMED - PLEASANTON,-98.4926318,28.9667434,UC,TX,128.0,13,534.84,AE,0.0,30.545741545541482,9.279905971273667
FAMILY MEDICINE CENTER IMMEDIATE CARE CLINIC,-101.9227059,35.1988758,UC,TX,806.0,13,3500.23,AE,0.0,19.03443313334037,0.0
WESTSIDE FAMILY CARE,-106.53970990000002,31.8216193,UC,TX,1207.0,13,0.0,Nan,0.0,13.890019040559563,3.022283439613632
GIDDINGS MINOR EMERGENCY CLINIC,-96.9307818,30.1820384,UC,TX,158.0,9,447.69,Nan,0.0,29.04694641345161,20.438815873857862
FAST TRAC MEDICAL CLINIC,-94.969019,33.1632447,UC,TX,140.0,13,363.14,AE,0.0,9.71944796779276,6.3904179548944935
SEALY URGENT CARE CENTER AND MEDICAL CLINIC,-96.1582084,29.7718662,UC,TX,55.0,10,149.4,AE,0.0,21.521353745925282,33.25796577612423
GONZABA MEDICAL GROUP - URGENT CARE,-98.5540261,29.4572705,UC,TX,211.0,13,832.17,AO,0.0,12.59885280447182,8.471658445082628
BRAZOS VALLEY MEDICAL CLINIC - URGENT CARE,-96.1672018,29.7696148,UC,TX,50.0,10,149.4,AE,0.0,21.521353745925282,33.25796577612423
ADULT MEDICINE CLINIC AND URGENT CARE,-98.2276534,26.185779,UC,TX,36.0,13,0.0,Nan,0.0,12.942125254743535,25.574886440927525
TEXAS FAMILY MEDICAL AND MINOR EMERGENCY CENTER,-95.2346295,30.0688864,UC,TX,22.0,13,194.29,Nan,0.0,29.911338809793268,61.90470336576537
TEXAS URGENT CARE,-95.5843258,29.932910600000003,UC,TX,38.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
ACUTE KIDS URGENT CARE - FRISCO,-96.8061595,33.1074061,UC,TX,226.0,13,624.24,AE,0.0,4.3639538124938575,2.406669571212994
COOK CHILDRENS URGENT CARE,-97.3423675,32.7367678,UC,TX,197.0,13,617.07,X,0.0,9.451046546328355,3.2488636451305037
PRIORITY CARE URGENT CENTER,-106.2649504,31.7893018,UC,TX,1232.0,15,0.0,Nan,0.0,13.890019040559563,3.022283439613632
E-CARE EMERGENCY CENTER - FRISCO,-96.8072864,33.1212955,UC,TX,229.0,13,624.24,AE,0.0,4.3639538124938575,2.406669571212994
CONCENTRA URGENT CARE - SAN ANTONIO WEST,-98.6199049,29.4584976,UC,TX,217.0,13,832.17,AO,0.0,1.5387333686719489,7.529764947196737
LITTLE SPURS PEDIATRIC URGENT CARE CENTER - BANDERA ROAD,-98.6620111,29.5495387,UC,TX,291.0,13,832.17,AO,0.0,15.68526719594298,5.394660790294287
CARE NOW - ALLEN,-96.6953326,33.1011216,UC,TX,200.0,13,624.24,AE,0.0,14.215602440973086,2.692472427804094
LITTLE SPURS PEDIATRIC URGENT CARE CENTER - SCHERTZ,-98.281628,29.5987574,UC,TX,254.0,13,591.37,AO,0.0,8.123168280712589,13.011772199023357
INTERSTATE 35 MEDICAL CENTER DOCTOR'S URGENT CARE,-96.9398395,32.9880514,UC,TX,132.0,13,508.55,AE,0.0,18.105743846758767,1.9852306726097368
BRAZOS VALLEY URGENT CARE,-96.2970868,30.598311100000004,UC,TX,71.0,9,280.0,Nan,0.0,11.912927173062196,13.033348021875085
MEDIPLEX HEALTH CLINIC,-98.165352,26.2866214,UC,TX,29.0,13,0.0,Nan,0.0,12.942125254743535,25.574886440927525
URGENT CARE MEDICAL CLINIC OF MISSISSIPPI,-89.15418220000002,30.3502192,UC,MS,8.0,13,54.92,VE,6.239031342046257,7.744240386990037,55.46471341419678
CARE NOW - FOSSIL CREEK,-97.289539,32.8584221,UC,TX,169.0,13,617.07,X,0.0,9.451046546328355,3.2488636451305037
DAIRY ASHFORD MEDICAL CLINIC URGENT CARE,-95.5986472,29.73577,UC,TX,26.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
HILL COUNTRY URGENT CARE,-97.9618239,30.3087636,UC,TX,283.0,9,618.02,AO,0.0,13.892950621502465,9.166352657018264
MISSISSIPPI EMERGENCY ASSOCIATION MEDICAL CLINICS - JACKSON CLINIC,-90.1257364,32.3743819,UC,MS,84.0,8,275.42,AE,0.0,29.99059098740219,28.007602667193765
KINGSPARK URGENT CARE CENTER,-101.9044051,33.5255245,UC,TX,974.0,13,3221.22,AE,0.0,17.826225519670203,2.3427875692715707
SOUTHWEST URGENT CARE,-98.554102,29.3217954,UC,TX,193.0,10,832.17,AO,0.0,15.272438479984233,8.390172897488792
DULLING HOUSE CLINIC,-98.4810744,29.4273344,UC,TX,194.0,13,832.17,AO,0.0,0.0,8.093597280258544
DOCTOR JACKSON'S EXPRESS CARE,-99.7646987,32.4031692,UC,TX,543.0,13,1735.46,Nan,0.0,7.095547765196147,2.72202412344044
STATCARE,-90.4643582,31.2468856,UC,MS,132.0,13,338.6,AE,0.0,9.647539329936725,51.94433001033961
TEXAS MEDCLINIC - BLANCO,-98.5109754,29.5486387,UC,TX,249.0,13,832.17,AO,0.0,0.0,5.738376193178103
TEXAS MEDCLINIC - LOOP 1604,-98.3226588,29.5755197,UC,TX,253.0,13,832.17,AO,0.0,19.738652150744645,7.582300767654066
TEXAS MEDCLINIC - BROADWAY,-98.4584872,29.5170868,UC,TX,226.0,13,832.17,AO,0.0,21.563350289984474,8.563885327621069
BEE CAVES MEDICAL,-97.8378016,30.299901,UC,TX,288.0,9,618.02,AO,0.0,11.353950572350461,7.9258794213817465
CONCENTRA URGENT CARE - AUSTIN ROUND ROCK,-97.6711732,30.4790258,UC,TX,243.0,10,744.19,AE,0.0,9.798659995868613,8.241150510053506
DOCTORS CARE CLINIC,-95.5090807,29.7382547,UC,TX,34.0,13,92.02,VE,1.918277841561318,24.717163396952085,44.03717773741805
